Name,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,title_and_comment,polarity_scores_PT,Sentiment_PT,English_title_comment
dataset,d1464a43022581fc4fc1e6cf31d2f84a,9ace889082238720c827037211d2510f,2,Cartucho com problema,N∆o recomendo. Produto n∆o funcionou e veio numa embalagem sem proteá∆o.,16/05/2018 00:00,17/05/2018 00:50,Cartucho com problema N∆o recomendo. Produto n∆o funcionou e veio numa embalagem sem proteá∆o.,0,neutral,Cartridge with problem I do not recommend. Product did not work and came in an unprotected package.
dataset,b9614a882b978cd0fccb5f3cfd9acdf2,2f6c35e9b4743c491ac7319d36bd3ca6,5,Tapete,10,01/05/2018 00:00,07/05/2018 00:56,Tapete  10,0,neutral,Carpet 10
dataset,ac2f30d1abe1b0de00cb14bdd582c84b,d43302fdeb00a216e03f8c14c1aa95c5,1,Cuidado! Propag enganosa!,"Essa empresa fez uma promoá∆o, descontou do meu cartao e depois n∆o tinha o produto para enviar! Seu n∆o fosse atras n∆o saberia de nada...
Sai muito prejudicado nessa hist¢ria!
Tenham cuidado!!!!",27/04/2018 00:00,29/04/2018 13:26,"Cuidado! Propag enganosa! Essa empresa fez uma promoá∆o, descontou do meu cartao e depois n∆o tinha o produto para enviar! Seu n∆o fosse atras n∆o saberia de nada...
Sai muito prejudicado nessa hist¢ria!
Tenham cuidado!!!!",0,neutral,"Care! Propag misleading! This company made a promotion, discounted it from my card and then didn't have the product to ship! If I didn't go after it I wouldn't know anything...
I was very harmed in this story!
Be careful!!!"
dataset,3a2d24ff03870a5ca37390bd25edccf6,ee8b2d168886de97bcaf86366cf3e2b0,5,Extintor incàndio carro a,Gostei.,06/06/2018 00:00,06/06/2018 23:54,Extintor incàndio carro a Gostei.,0,neutral,Car fire extinguisher a I liked.
dataset,15a1e5b8834c018cb2215242a6b010c3,4119f9ae0b1ceaaa966616d6a3ba616b,5,Touca,Eu adorei o produto e eles entrega antes da data prevista,03/08/2018 00:00,03/08/2018 15:28,Touca  Eu adorei o produto e eles entrega antes da data prevista,0,neutral,Cap I loved the product and they delivery before the scheduled date
dataset,a9473923b5a444fefd545a4c8ba862b4,cb6d51404fcdab7e80ad648d73edf4c9,4,Touca + fronha de cetim,"Achei o material um pouco †spero e a touca apertada e pequena, para quem tem o cabelo grande ou volumoso vai amassar muito",13/07/2018 00:00,14/07/2018 13:52,"Touca + fronha de cetim Achei o material um pouco †spero e a touca apertada e pequena, para quem tem o cabelo grande ou volumoso vai amassar muito",0,neutral,"Cap + satin pillowcase I found the material a little rough and the cap tight and small, for those who have big or voluminous hair it will wrinkle a lot"
dataset,45f9217def0e35d1a29e6262fc3608d9,3b70c696a802c8faa368856e6d6309e3,4,Mochila da patrulha canin,"‡timo custo benef°cio, recomendo Ç a entrega foi de troca do prazo.",21/07/2018 00:00,24/07/2018 22:04,"Mochila da patrulha canin ‡timo custo benef°cio, recomendo Ç a entrega foi de troca do prazo.",0,neutral,"Canin patrol backpack Great cost benefit, I recommend the delivery was for a change of time."
dataset,72912f4807c953e4f2571393928ec3ab,7cb4dff15cb0bfae18db9857cf0455f4,1,Compra cancelada e reembo,"Tentativa de compra: 3x
Cancelada por n motivos. J† reembolsada. Por favor, esqueáa que eu existo? N∆o quero mais receber e-mails ou ligaá‰es a respeito!",29/04/2018 00:00,02/05/2018 22:19,"Compra cancelada e reembo Tentativa de compra: 3x
Cancelada por n motivos. J† reembolsada. Por favor, esqueáa que eu existo? N∆o quero mais receber e-mails ou ligaá‰es a respeito!",0.4574,neutral,"Cancelled purchase and reembo Attempted purchase: 3x
Canceled for n reasons. Already refunded. Please forget that I exist? I don't want to receive emails or calls about it anymore!"
dataset,8cec9a9b9e2671c1932bc236e43345f6,b150b9b90a70a0313138f20db412321f,1,Cancelamento,Foi solucionado o cancelamento do produto e o mesmo me foi entregue. J† tentei entrar em contato para recebimento do c¢digo de envio. Mais n∆o obtive resposta.,27/04/2018 00:00,28/04/2018 13:15,Cancelamento Foi solucionado o cancelamento do produto e o mesmo me foi entregue. J† tentei entrar em contato para recebimento do c¢digo de envio. Mais n∆o obtive resposta.,0,neutral,Cancellation The cancellation of the product was resolved and it was delivered to me. I have already tried to contact you to receive the shipping code. I got no response.
dataset,92d481cb4d10c321c83f3e92333c2522,7a2a38e90310dcc099d87233c2dd2fbc,4,Cancelamento da compra,Desde o dia 15 de agosto eu solicitei o cancelamento da compra em quest∆o e atÇ a presente data n∆o obtive retorno.,16/08/2018 00:00,18/08/2018 16:01,Cancelamento da compra  Desde o dia 15 de agosto eu solicitei o cancelamento da compra em quest∆o e atÇ a presente data n∆o obtive retorno.,0,neutral,Cancellation of the purchase Since August 15th I have requested the cancellation of the purchase in question and to date I have not received a response.
dataset,3d3f50bb0120f5d9b78d21b0e918b1e0,2cba3cbb6058bc3efbf3531e9dcafeb5,1,Cancelamento nao efetuado,"Desde que comprei vinha tentando cancelar, mas agora que ja recebi, vou ficar com o produto, stark e targaryen, pessimo atendimento, nao possuem sac!!",25/05/2018 00:00,26/05/2018 01:19,"Cancelamento nao efetuado Desde que comprei vinha tentando cancelar, mas agora que ja recebi, vou ficar com o produto, stark e targaryen, pessimo atendimento, nao possuem sac!!",0,neutral,"Cancellation not made Since I bought it I had been trying to cancel, but now that I received it, I will keep the product, stark and targaryen, terrible service, they do not have sac!!"
dataset,06c35ce3034db2b3ff69b4187348660f,d6370a08f64a1248435649bd37eae011,1,Cancelamento n∆o efetuado,"Solicitei o cancelamento do produto, porÇm mesmo assim foi entregue e recebido pela portaria do meu prÇdio. Me recuso a ter o trabalho de postar no correio.",04/06/2018 00:00,06/06/2018 12:15,"Cancelamento n∆o efetuado Solicitei o cancelamento do produto, porÇm mesmo assim foi entregue e recebido pela portaria do meu prÇdio. Me recuso a ter o trabalho de postar no correio.",-0.296,negative,"Cancellation not made I requested the cancellation of the product, but it was still delivered and received by the concierge of my building. I refuse to go to the trouble of posting in the mail."
dataset,0d8ac12dc2ab753dc90b5ca00c3d6b86,8c3ef96e828b5894ec632ba10985867d,1,Cancelamento,"Eu solicitei o cancelamento da compra e n∆o obtive retorno , o produto chegou n∆o e o q eu gostaria , foi uma compra frustrada para mim",28/08/2018 00:00,29/08/2018 13:45,"Cancelamento Eu solicitei o cancelamento da compra e n∆o obtive retorno , o produto chegou n∆o e o q eu gostaria , foi uma compra frustrada para mim",0,neutral,"Cancellation I requested the cancellation of the purchase and did not get a return, the product arrived and what I would like, it was a frustrated purchase for me"
dataset,32c4a269079211ca93dc6bfd0dff84a5,24fc7677f0087a35a7640dd917bab8e8,1,Cancelamento,"recebi o produto no dia 09 de maio diferente do que tinha pedido e fiz o pedido de cancelamento no dia 11 de maio e atÇ o momento n∆o obtive retorno algum, alias n∆o sei mais o que faáo, s¢ PROCON",10/05/2018 00:00,28/05/2018 22:16,"cancelamento recebi o produto no dia 09 de maio diferente do que tinha pedido e fiz o pedido de cancelamento no dia 11 de maio e atÇ o momento n∆o obtive retorno algum, alias n∆o sei mais o que faáo, s¢ PROCON",-0.5267,negative,"cancellation I received the product on May 9 different from what I had ordered and I made the cancellation request on May 11 and so far I have not gotten any response, in fact I don't know what else to do, only PROCON"
dataset,cdbe62ee5c73564212d05c9f1fa532b9,0bfc01cee9ffff85b714520ca97f4b21,1,Cancelamento,"Logo em seguida que eu fiz o pedido, que verifiquei que teria compro o produto errado solicitei o cancelamento, o qual nao foi realizado, Eu expliquei o motivo falei da troca por outro produto",03/08/2018 00:00,06/08/2018 12:47,"Cancelamento Logo em seguida que eu fiz o pedido, que verifiquei que teria compro o produto errado solicitei o cancelamento, o qual nao foi realizado, Eu expliquei o motivo falei da troca por outro produto",0,neutral,"Cancellation As soon as I placed the order, I verified that I had bought the wrong product, I requested cancellation, which was not carried out, I explained the reason I talked about the exchange for another product"
dataset,0fc8ee84b981d886c127b8876e70acc5,cf2c702bc3b60b945e5efb11e99c97ce,1,cancelado,"depois de quase 2 meses vou cancelar essa compra , que n∆o foi entregue",15/07/2018 00:00,15/07/2018 22:54,"cancelado depois de quase 2 meses vou cancelar essa compra , que n∆o foi entregue",0,neutral,"canceled after almost 2 months I will cancel this purchase, which was not delivered"
dataset,a4ef928996e2717e6c7e44bba205dbea,899b8d92e1bdaece69745ffcc3c47d08,2,CANCELADO_AGUARD._ESTORNO,"CAROS,

Solicitei o cancelamento deste pedido no mesmo dia em que a Nota Fiscal foi emitida. Liguei no fornecedor informado na NF e cancelei o envio da mercadoria. Aguardo forma de estorno Americana",03/06/2018 00:00,04/06/2018 11:33,"CANCELADO_AGUARD._ESTORNO CAROS,

Solicitei o cancelamento deste pedido no mesmo dia em que a Nota Fiscal foi emitida. Liguei no fornecedor informado na NF e cancelei o envio da mercadoria. Aguardo forma de estorno Americana",-0.5267,negative,"CANCELADO_AGUARD._CHARGEBACK EXPENSIVE,

I requested the cancellation of this order on the same day the invoice was issued. I called the supplier informed on the invoice and canceled the shipment of the goods. I await American chargeback form"
dataset,657fdab9775a6acbefa2c9672a9f900f,4b2a739ca7263b2f66f54ebd17cf7337,3,pode,poderia melhora,10/06/2018 00:00,10/06/2018 14:23,pode poderia melhora,0,neutral,can it could improve
dataset,67b8b2fc3ed6e2d4019dfb010d79c977,119da8fe76c893e189ee759f82bbc8d6,2,Pel°cula para camera,"N∆o foi entregue!,,",21/07/2018 00:00,24/07/2018 01:13,"Pel°cula para camera N∆o foi entregue!,,",0,neutral,"Camera film Not delivered,,"
dataset,5ed0e7f2543faaa9ebc562d5ef02e502,430bd310105f069ac72ef7758f40299b,1,A cÉmera n∆o funcionou,CÉmera n∆o funcionou,13/09/2017 00:00,09/05/2018 00:09,A cÉmera n∆o funcionou CÉmera n∆o funcionou,0,neutral,Camera didn't work Camera didn't work
dataset,4e5a29be38d782f0c2d081e548578c2d,f36cda6db10b2dddb208bf63a6ef8dfc,1,veiocabo flat errado,na descriá∆o disse que servia no 9560av e n∆o deu certo ateÔestraguei meu carro entrou eem modo de seguranáa me custou 150 reais de mecanica...,12/06/2018 00:00,22/06/2018 16:34,veiocabo flat errado na descriá∆o disse que servia no 9560av e n∆o deu certo ateÔestraguei meu carro entrou eem modo de seguranáa me custou 150 reais de mecanica...,-0.296,negative,cameflat cable wrong in the description said it served on the 9560av and it didn't work out until 'I ruined my car entered and in safety mode it cost me 150 reais of mechanics...
dataset,9a19c8757f21195f4dd8fecd49317981,a2537ce2ae2da31262ec49c1b83cfc78,5,Chegou!,,28/07/2018 00:00,29/07/2018 15:53,Chegou!,0,neutral,Came!
dataset,268c001e65c9cb176f33feb399f00796,191a21c0a0934fdb7dcd56c6b28a8682,2,Veio com defeito,"O produto Ç muito bom, s¢ veio com defeito de f†brica. A parte inferior n∆o est† encaixando com a parte superior. Fica sambando. A loja Ç muito boa,porÇm estou esperando a resposta para a devoluá∆o.",15/08/2018 00:00,15/08/2018 23:44,"VEIO COM DEFEITO O produto Ç muito bom, s¢ veio com defeito de f†brica. A parte inferior n∆o est† encaixando com a parte superior. Fica sambando. A loja Ç muito boa,porÇm estou esperando a resposta para a devoluá∆o.",0.2023,neutral,"CAME WITH DEFECT The product is very good, it only came with a factory defect. The bottom is not fitting with the top. He keeps dancing samba. The store is very good, but I'm waiting for the response to the return."
dataset,9878c85e533bc39e3d98d96e24cccfb0,84e68b5d2be9ab9146ea264fa27c9a34,4,Veio com um trem estragad,Veio com um pigente estragado,03/06/2018 00:00,03/06/2018 21:01,Veio com um trem estragad Veio com um pigente estragado,0,neutral,Came with a broken train Came with a spoiled pigente
dataset,4308f61fccf52dad70a44c224baeab08,e1ddde6d32d1576c0f85464c2127c908,1,Veio com o CD quebrado,"Produto interessante deve funcionar em algum carro no Clio 2 n∆o deu certo ,veio com um CD quebrado tambÇm mas n∆o vou utilizar,",28/07/2018 00:00,01/08/2018 22:51,"Veio com o CD quebrado Produto interessante deve funcionar em algum carro no Clio 2 n∆o deu certo ,veio com um CD quebrado tambÇm mas n∆o vou utilizar,",-0.296,negative,"Came with a broken CD Interesting product must work in some car in the Clio 2 it didn't work, it came with a broken CD too but I won't use it,"
dataset,af71a55214f02e16907a2bced0657ceb,52b1b3d6e18f1bf504f285c0a8f0d276,5,Veio muito r†pido,Oi....veio certinho e muuuuuito r†pido...amei,20/06/2018 00:00,21/06/2018 00:28,Veio muito r†pido  Oi....veio certinho e muuuuuito r†pido...amei,0,neutral,Came very fast Hi.... it came right and very fast... Loved
dataset,ecb6b9a3c286d466970273e6c19da042,240143ab3914b9052e329d80e795b1c9,1,veio faltando uma carteir,veio faltando uma carteira e querendo saber como vai fica,15/08/2018 00:00,16/08/2018 10:37,veio faltando uma carteir veio faltando uma carteira e querendo saber como vai fica,0,neutral,came missing a card came missing a wallet and wanting to know how it will look
dataset,19a94c16c98b13029ac739a4780d296b,61bd5e1a7364522ba03a89bd9f2bb51e,4,tranquilo,"Produto de acordo com o anunciado , entrega r†pida , gostei.",15/05/2018 00:00,15/05/2018 20:31,"Tranquilo Produto de acordo com o anunciado , entrega r†pida , gostei.",0,neutral,"Calm Product according to the advertised, fast delivery, I liked it."
dataset,c6664f8b591f965603f11dd76c8d3610,82857312ad869f872b950b616dc58273,4,Compra de uma prateleira,,10/08/2018 00:00,10/08/2018 10:48,Compra de uma prateleira,0,neutral,Buying a shelf
dataset,922080cc90371278d1bcff6748b0f136,521fac667299475d5d3de647d23c681b,5,Compre com confianáa.,,11/05/2018 00:00,11/05/2018 22:19,Compre com confianáa.,0,neutral,Buy with confidence.
dataset,2aee8f6d421e7a6aad07a8b0d3da88d9,aace0cf63f6c71ef4c9ea309cdafe5f7,4,compra controle remoto,Recomendo,03/06/2018 00:00,03/06/2018 16:20,compra controle remoto recomendo,0,neutral,buy remote control I recommend
dataset,7adec1bcc6e026ab779ab2125974be48,74d57affde20203d533384dafa37f324,4,Compra pen drive,"Produto de boa qualidade, comprado e entregue em conformidade com as especificaá‰es",05/06/2018 00:00,07/06/2018 00:11,"Compra pen drive Produto de boa qualidade, comprado e entregue em conformidade com as especificaá‰es",0,neutral,"Buy pen drive Good quality product, purchased and delivered in accordance with specifications"
dataset,18215615f60e6771c00faaaa1ade4cea,743277e5089af7df0cbd543c93e5d852,2,compra,Um demora pra entrega,14/07/2018 00:00,15/07/2018 01:46,Compra Um demora pra entrega,0,neutral,Buy One delay for delivery
dataset,0244f3b65a7e72794aff7d0459c33bc2,e9b7d628e6897f747062f1e7236cf4e4,5,Compra de rel¢gio masculi,"Lindo rel¢gio, perfeito...muito elegante...meu marido adorou!",21/07/2018 00:00,25/07/2018 06:18,"Compra de rel¢gio masculi Lindo rel¢gio, perfeito...muito elegante...meu marido adorou!",0,neutral,"Buy men's watch Beautiful watch, perfect... very elegant... My husband loved it!"
dataset,e9c244e3880677b5e427c7970c6928b2,f807d9018684b10d06ca569cdd62c0af,1,Compra kit maria escandal,Estou em d£vida se Ç um produto original o kit maria escandalosa...pois o nome do produto Ç um papel colado...estou em d£vida mas ainda n∆o usei.,15/06/2018 00:00,16/06/2018 01:01,Compra kit maria escandal Estou em d£vida se Ç um produto original o kit maria escandalosa...pois o nome do produto Ç um papel colado...estou em d£vida mas ainda n∆o usei.,0.3182,neutral,Buy maria scandal kit I'm in doubt if it's an original product the maria scandalosa kit... because the name of the product is a glued paper... I'm in doubt but I haven't used it yet.
dataset,2e1349b159b4a673e737440f6525b528,d2b4a4076a8cb3ca3b43a1ee90b4a0e2,5,Compra 5 estrelas.,Atendimento de primeiro mundo. Fiquei muito satisfeita.,26/06/2018 00:00,26/06/2018 22:01,Compra 5 estrelas. Atendimento de primeiro mundo. Fiquei muito satisfeita.,0,neutral,Buy 5 stars. First world service. I was very pleased.
dataset,5edf1a3210c8aee9e423baf7008e40d6,0ff2dbf70542c665c17ad70b80d48a46,1,"Compre 2, Leve 1","Minha compra foram de duas bandejas, a loja s¢ mandou uma peáa na embalagem.",29/04/2018 00:00,29/04/2018 19:00,"Compre 2, Leve 1 Minha compra foram de duas bandejas, a loja s¢ mandou uma peáa na embalagem.",0,neutral,"Buy 2, Get 1 My purchase was for two trays, the store only sent one piece in the package."
dataset,7fbb8e9c6d237e733fe242d10169d673,4bd99e53cba81bfc30dea95659b864e7,3,Led queimados,Um rel¢gio veio com alguns leds queimados.,27/04/2018 00:00,27/04/2018 22:08,Led queimados Um rel¢gio veio com alguns leds queimados.,0,neutral,Burnt Leds A clock came with some burnt leds.
dataset,9e96bfd48955d3bb58f3cf19b7ba7241,0ecff8cca2d76a428d055ec79b94f0a1,2,Bulk link,N∆o posso afirmar nada do produto pois os correios j† atrazaram muito,09/08/2018 00:00,13/08/2018 14:40,Bulk link N∆o posso afirmar nada do produto pois os correios j† atrazaram muito,0,neutral,Bulk link I can't say anything about the product because the post office has already delayed a lot
dataset,342f70239e5131a5495becea863368f5,0712d5a2573948df98ba556ab362ef06,5,Buena,Muy buena,31/08/2018 00:00,02/09/2018 22:17,Buena Muy buena,0,neutral,Buena Muy buena
dataset,bd7c9b174dac2d17c3f41d26d6a57a94,9971209651bda86ae11c4d218eb2bf7d,1,Elefante Buba,"O elefante que selecionei na compra era azul bem claro e veio azul escuro, 7 dias depois da data combinada. Sem etiqueta que sinaliza que o produto Ç original. As orelhas tem cheiro de amaciante.",23/08/2018 00:00,27/08/2018 19:50,"Elefante Buba O elefante que selecionei na compra era azul bem claro e veio azul escuro, 7 dias depois da data combinada. Sem etiqueta que sinaliza que o produto Ç original. As orelhas tem cheiro de amaciante.",0.3182,neutral,"Buba Elephant The elephant I selected in the purchase was very light blue and came dark blue, 7 days after the agreed date. Without label that signals that the product is original. The ears smell like fabric softener."
dataset,6e614d60498a651da49ed75e23851f39,05fd18ef3ce628a45cd42bb394ff081b,5,pinceis,,15/05/2018 00:00,15/05/2018 20:08,pinceis,0,neutral,Brushes
dataset,eba03bdf513d03aa69a30907ac715582,fb2e0a2eb0a7cd9fc655c3fdda628acc,2,pesqusar antes de comprar,O produto n∆o deu certo no meu veiculo por isso que estou devolvendo,15/08/2018 00:00,16/08/2018 01:10,pesqusar antes de comprar O produto n∆o deu certo no meu veiculo por isso que estou devolvendo,-0.296,negative,Browse before buying The product did not work in my vehicle that's why I'm returning it
dataset,32415bbf6e341d5d517080a796f79b5c,65fdcb432cb9cfa970e3a3817b39040d,2,Carteira de couro marrom,O produto veio com defeito! Espero que n∆o demore muito a troca pois foi comprada para presentear!,29/08/2018 00:00,31/08/2018 22:29,Carteira de couro marrom  O produto veio com defeito! Espero que n∆o demore muito a troca pois foi comprada para presentear!,0,neutral,Brown leather wallet The product came defective! I hope it doesn't take long to exchange because it was bought as a gift!
dataset,32415bbf6e341d5d517080a796f79b5c,bd35b677fd239386e9861d11ae98ab56,2,Carteira de couro marrom,O produto veio com defeito! Espero que n∆o demore muito a troca pois foi comprada para presentear!,29/08/2018 00:00,31/08/2018 22:29,Carteira de couro marrom  O produto veio com defeito! Espero que n∆o demore muito a troca pois foi comprada para presentear!,0,neutral,Brown leather wallet The product came defective! I hope it doesn't take long to exchange because it was bought as a gift!
dataset,32415bbf6e341d5d517080a796f79b5c,1ad22e16129698e1a3cc11e4350d2cb7,2,Carteira de couro marrom,O produto veio com defeito! Espero que n∆o demore muito a troca pois foi comprada para presentear!,29/08/2018 00:00,31/08/2018 22:29,Carteira de couro marrom  O produto veio com defeito! Espero que n∆o demore muito a troca pois foi comprada para presentear!,0,neutral,Brown leather wallet The product came defective! I hope it doesn't take long to exchange because it was bought as a gift!
dataset,7321443c5c51143def18e9e99cdaa13d,1ca816da4b6e814732f7cdc2365bf540,1,FURADA,"O PARCEIRO UTILIZA-SE DE MA FE E ENVIA UM PRODUTO COM CONFIGURAÄ«O AQUEM DA OFERECIDA NO ATO DA COMPRA. ESPERO QUE TENHA SIDO SO UM ERRO E QUE SEJA SANADO, CASO NAO SEJA, SOLICITAREI VIA JUDICIAL",04/05/2018 00:00,07/05/2018 21:20,"FURADA O PARCEIRO UTILIZA-SE DE MA FE E ENVIA UM PRODUTO COM CONFIGURAÄ«O AQUEM DA OFERECIDA NO ATO DA COMPRA. ESPERO QUE TENHA SIDO SO UM ERRO E QUE SEJA SANADO, CASO NAO SEJA, SOLICITAREI VIA JUDICIAL",-0.296,negative,"BROKEN, THE PARTNER USES BAD FAITH AND SENDS A PRODUCT WITH A CONFIGURATION BELOW THAT OFFERED AT THE TIME OF PURCHASE. I HOPE IT WAS JUST A MISTAKE AND THAT IT IS CORRECTED, IF NOT, I WILL REQUEST IT THROUGH THE COURTS"
dataset,80ed4d2f7087ac639fea2ca563a18ab1,8279b5df6e66fb0dfddfc8a4cd10471b,3,Relogio quebrou,Relogio n∆o marca com precis∆o as horas no ponteiro. E o bot∆o de regular simplesmente saiu.,18/04/2018 00:00,08/08/2018 14:18,Relogio quebrou  Relogio n∆o marca com precis∆o as horas no ponteiro. E o bot∆o de regular simplesmente saiu.,-0.296,negative,Broken watch Clock does not accurately mark the hours on the hand. And the adjust button just came out.
dataset,d6b490cb458afc3d5c35b1b91a9a8a95,5143a430945a2dd6f4fe4ed2dac0b47a,1,quebrado,"o produto veio danificado, ja solicitei a devoluáao ou troca/ressarcimento. recebi um retonro, mas ainda nao recebi o email que ficaram de me enviar para fazer a reclamaáao",26/06/2018 00:00,04/07/2018 16:25,"quebrado o produto veio danificado, ja solicitei a devoluáao ou troca/ressarcimento. recebi um retonro, mas ainda nao recebi o email que ficaram de me enviar para fazer a reclamaáao",0,neutral,"broken the product came damaged, I have already requested the return or exchange/reimbursement. I received a reply, but I still haven't received the email they were left to send me to make the complaint"
dataset,413cf664c7bfe65acaccebe12fc5f856,f1147937e588f3e556bf8b1d57bf4881,1,tablets quebrados,"alguns tablets de bcaa vieram quebrados, diminuindo a qualidade do produto",19/06/2018 00:00,19/06/2018 18:34,"tablets quebrados alguns tablets de bcaa vieram quebrados, diminuindo a qualidade do produto",0,neutral,"Broken tablets Some BCAA tablets came broken, decreasing the quality of the product"
dataset,2fb3b29dfeb69d80249fcefb5af0b278,e531f04ac27aac6bf0cba03986415776,1,Produto quebrado!!," Comprei um Troninho Musical, p/ a minha surpresa veio quebrado. Estou aguardando o retorno da loja para efetuar a troca. Infelizmente, existe muita dificuldade para entrar em contato com as lojas.",09/05/2018 00:00,10/05/2018 08:46,"Produto quebrado!!  Comprei um Troninho Musical, p/ a minha surpresa veio quebrado. Estou aguardando o retorno da loja para efetuar a troca. Infelizmente, existe muita dificuldade para entrar em contato com as lojas.",0,neutral,"Broken product!!  I bought a Musical Potty, to my surprise it came broken. I'm waiting for the store's return to make the exchange. Unfortunately, there is a lot of difficulty in contacting the stores."
dataset,347e3116a7cebff8c6f9ea10817a3dc9,4ee6ddd150b08bee8f6cc827e8f211de,1,Produto quebrado,"O lustre veio totalmente quebrado, o vidro chegou todo estraáalhando",29/06/2018 00:00,02/07/2018 10:35,"Produto quebrado O lustre veio totalmente quebrado, o vidro chegou todo estraáalhando",0,neutral,"Broken product The chandelier came totally broken, the glass arrived all shattering"
dataset,f4cb13d53fe07e5cb6f5f5a14902adff,4810ed84accc83eb4ecab078f19a3dff,1,Produto quebrado,"Estou tentando entrar em contato com vcs, mas pelo site n∆o est† dando. A vela veio quebrada, com o carv∆o saindo pra fora. Solicito a troca do mesmo. O produto chegou antes mesmo do prazo. Obrigada",04/08/2018 00:00,04/08/2018 20:47,"Produto quebrado Estou tentando entrar em contato com vcs, mas pelo site n∆o est† dando. A vela veio quebrada, com o carv∆o saindo pra fora. Solicito a troca do mesmo. O produto chegou antes mesmo do prazo. Obrigada",0,neutral,"Broken product I'm trying to contact you, but the website is not working. The candle came broken, with the coal sticking out. I request that it be exchanged. The product arrived even before the deadline. Thanks"
dataset,3f3ac4ddea8d9ae38fc3c127b53eecad,6d669b4dec428bc8362a8b39ed61aaae,1,Produto quebrado,"Recebi o produto quebrado, e atÇ o momento n∆o recebi nenhuma posiá∆o dos fornecedores.
Uma semana sem nenhum atendimento de qualidade.",06/06/2018 00:00,11/06/2018 13:52,"Produto quebrado Recebi o produto quebrado, e atÇ o momento n∆o recebi nenhuma posiá∆o dos fornecedores.
Uma semana sem nenhum atendimento de qualidade.",0,neutral,"Broken product I received the broken product, and so far I have not received any position from the suppliers.
A week without any quality care."
dataset,8fc496637461d312472c424d55662b5f,4a361afb3224a82115cdd08fb60b0528,2,Produto quebrado,"Recebi meu produto e est† quebrado. N∆o consigo devolver pq o site das AmÇricas n∆o deixa.
Preciso de um retorno",23/06/2018 00:00,24/06/2018 02:00,"Produto quebrado Recebi meu produto e est† quebrado. N∆o consigo devolver pq o site das AmÇricas n∆o deixa.
Preciso de um retorno",0,neutral,"Broken product I received my product and it is broken. I can't return it because the Americas site doesn't let me.
I need a return"
dataset,fa6092a7298e91123e5f5aca38277431,59c6d70603e4c4447067afb1291d725d,1,Produto quebrado,Produto quebrado,06/06/2018 00:00,09/06/2018 14:14,Produto quebrado Produto quebrado,0,neutral,Broken product Broken product
dataset,00eb718f8b71a61b99580b4201d7aac5,f3ab2cdf3ea55d54d480a91a967bb501,1,Produto quebrado,,15/08/2018 00:00,16/08/2018 14:34,Produto quebrado,0,neutral,Broken product
dataset,ea53de1722fff5127f7a879e308b1b01,31938103922393f681c7f0c0fc14cd20,1,Mercadoria quebrada,O produto chegou com a voltagem errada e quebrado. Aguardo a troca da mercadoria.,10/08/2018 00:00,13/08/2018 10:50,Mercadoria quebrada O produto chegou com a voltagem errada e quebrado. Aguardo a troca da mercadoria.,0,neutral,Broken merchandise The product arrived with the wrong voltage and broken. I am waiting for the exchange of goods.
dataset,ee2198919fc8e34a16c6bc45cbab40c9,9f0b93157ce9331253cad4298ce6af61,1,Quadro quebrado,"Infelizmente o meu quadro veio com a moldura quebrada, danificando a tela. Deu trabalho para concertar",09/06/2018 00:00,14/06/2018 02:34,"Quadro quebrado Infelizmente o meu quadro veio com a moldura quebrada, danificando a tela. Deu trabalho para concertar",0,neutral,"Broken frame Unfortunately my picture came with a broken frame, damaging the screen. It took work to fix"
dataset,760f5785293bb5ebbf85340723775f2d,f6c07510a39cbc557247e18f069d38a3,4,Pelicula quebrada,A pelicula de protecao da tela veio quebrada ao meio,30/08/2018 00:00,31/08/2018 12:01,Pelicula quebrada A pelicula de protecao da tela veio quebrada ao meio,0,neutral,Broken film The screen protection film came broken in half
dataset,49d26bf000296c21a7abc51651b2ab33,83c0700d6e42c5b6cd1fbf3e593ea4ca,5,Bravecto,otima loja! recomendo,15/06/2018 00:00,15/06/2018 22:24,Bravecto otima loja! recomendo,0,neutral,Bravecto great store! Recommend
dataset,bd0a0bd1630fbee19e013a5182cd2eea,0493b5f35d3ee7b1f7e2d98ad782820b,5,Comprou levou !!!,"Sou cliente satisfeito, nunca tive problemas com essa loja; lannister parabÇns a toda a equipe...",25/04/2018 00:00,26/04/2018 13:29,"Comprou levou !!! Sou cliente satisfeito, nunca tive problemas com essa loja; lannister parabÇns a toda a equipe...",0,neutral,"Bought took !! I am a satisfied customer, I have never had problems with this store; Lannister Congratulations to the whole team..."
dataset,2c8c5e6470be702ec64b646de2e72c4a,d2e58ee8581dcfe3133f8edcbd413722,5,Comprou chegou,"Pra mim,Ç o melhor Site de compras.",25/08/2018 00:00,25/08/2018 21:46,"Comprou chegou Pra mim,Ç o melhor Site de compras.",0,neutral,"Bought arrived For me, it is the best shopping site."
dataset,94f79332384620f91921822bded6f0c7,04c0dac88714e8ee1ca2c0254cab2a22,5,Sabonete para mamadeira,OK,18/05/2018 00:00,21/05/2018 09:41,Sabonete para mamadeira Ok,0.296,neutral,Bottle soap Ok
